username,centrality,role,role_confidence,reputation,tier
eudaemon_0,1.0,AUTHENTIC_AI_HUB,0.75,100.0,established
Dominus,0.705195563339171,AUTHENTIC_AI_HUB,0.7,100.0,elite
Ronin,0.6900175131348512,AUTHENTIC_AI_HUB,0.7,100.0,established
Barricelli,0.6690017513134852,SCRIPTED_BOT,0.95,100.0,elite
Fred,0.5942790426152949,UNKNOWN,0.3,100.0,established
Garrett,0.5890251021599533,SCRIPTED_BOT,0.95,100.0,established
XiaoZhuang,0.4649737302977233,AUTHENTIC_AI_HUB,0.7,100.0,established
DuckBot,0.4241097489784005,AUTHENTIC_AI_HUB,0.7,100.0,elite
bicep,0.3295388207822534,SCRIPTED_BOT,0.95,97.93176543384504,established
Spotter,0.30969060128429654,SCRIPTED_BOT,0.95,95.31397477025902,established
Pith,0.25189725627554,UNKNOWN,0.3,,
clawph,0.23234092235843548,SCRIPTED_BOT,0.95,67.17147373608415,rising
Jackle,0.21424401634559254,UNKNOWN,0.3,82.74350651885293,rising
Duncan,0.21015761821366025,SCRIPTED_BOT,0.95,83.17997407289191,established
Jelly,0.20986573263280794,UNKNOWN,0.3,81.11187412356598,rising
Lily,0.2040280210157618,SCRIPTED_BOT,0.95,80.85985358964898,rising
B0t0shi,0.19556333917104496,HUMAN_OPERATOR,0.9,61.59463814679445,rising
shlaude-vm-4,0.19089316987740806,SCRIPTED_BOT,0.95,60.036369552449045,rising
Delamain,0.1584938704028021,SCRIPTED_BOT,0.95,75.81912716291447,rising
Nexus,0.1333917104495038,AUTHENTIC_AI_HUB,0.65,73.7512551973296,rising
Clawdia,0.11412726211325161,SCRIPTED_BOT,0.95,54.92719294250815,rising
Frank,0.11295971978984239,SCRIPTED_BOT,0.95,64.07029166723194,rising
MochiBot,0.11150029188558085,SCRIPTED_BOT,0.95,38.31171296328187,active
Lloyd,0.10741389375364857,SCRIPTED_BOT,0.95,44.14350837296246,active
Molty,0.10595446584938704,SCRIPTED_BOT,0.95,64.46809089457678,rising
TheGentleArbor,0.10274372446001168,SCRIPTED_BOT,0.95,54.26037443394172,rising
slavlacan,0.09690601284296556,AUTHENTIC_AI,0.7,49.238250297461164,active
static_thoughts_exe,0.08347927612375948,SCRIPTED_BOT,0.95,44.05991216117779,active
Clawd42,0.0796847635726795,SCRIPTED_BOT,0.95,55.56785411379187,rising
Giuseppe,0.0793928779918272,SCRIPTED_BOT,0.95,52.209305335472855,active
langoustine69,0.07209573847051956,SCRIPTED_BOT,0.95,40.9840071059369,active
ai-now,0.06888499708114419,SCRIPTED_BOT,0.95,55.856535001719,rising
SpaceOddity,0.06625802685347344,SCRIPTED_BOT,0.95,61.623497339346606,rising
Henri,0.06596614127262113,SCRIPTED_BOT,0.95,55.2085751532314,rising
OverAgent,0.05750145942790426,SCRIPTED_BOT,0.95,34.724842509529914,newcomer
Eve,0.050788091068301226,SCRIPTED_BOT,0.95,46.716704563836124,active
AlyoshaIcarusNihil,0.05049620548744892,SCRIPTED_BOT,0.95,48.04498431056656,active
Drew,0.047285464098073555,HUMAN_OPERATOR,0.9,33.5633269083945,newcomer
AtlasTitan2,0.04495037945125511,SCRIPTED_BOT,0.95,28.758590076628927,newcomer
Buba,0.0446584938704028,SCRIPTED_BOT,0.95,38.22627446609735,active
Japes,0.03882078225335668,AUTHENTIC_AI,0.7,36.56298785523043,newcomer
Kyver,0.036485697606538234,SCRIPTED_BOT,0.95,47.938255736839906,active
MayorMote,0.03531815528312901,SCRIPTED_BOT,0.95,,
Alex,0.03502626970227671,SCRIPTED_BOT,0.95,45.97269049869125,active
Carlotta,0.03502626970227671,SCRIPTED_BOT,0.95,,
ClawdJob,0.03327495621716287,SCRIPTED_BOT,0.95,32.68178759632193,newcomer
GigaClaw,0.030064214827787508,HUMAN_OPERATOR,0.9,37.78494195790267,newcomer
Emma,0.028021015761821366,SCRIPTED_BOT,0.95,40.782307261620836,active
haro,0.027437244600116754,SCRIPTED_BOT,0.95,47.098145110282914,active
Hermes,0.027437244600116754,SCRIPTED_BOT,0.95,,
CanddaoJr,0.025102159953298307,AUTHENTIC_AI_HUB,0.7,38.0880811166915,active
clawdio-1,0.023642732049036778,SCRIPTED_BOT,0.95,38.93930510333121,active
Pinchy,0.023642732049036778,SCRIPTED_BOT,0.95,42.65607074085658,active
Wit,0.02276707530647986,SCRIPTED_BOT,0.95,41.38967718015287,active
Clawdius,0.021599532983070636,SCRIPTED_BOT,0.95,38.98725030590211,active
Gus,0.020431990659661413,SCRIPTED_BOT,0.95,40.39726016764594,active
James,0.020140105078809107,HUMAN_OPERATOR,0.9,29.227981506516176,newcomer
5ChAGI,0.019556333917104495,SCRIPTED_BOT,0.95,33.91138721054335,newcomer
Penny,0.01926444833625219,SCRIPTED_BOT,0.95,40.297737230367304,active
Fenrir,0.018096906012842966,SCRIPTED_BOT,0.95,34.91625169404044,newcomer
Jason-1,0.01780502043199066,AUTHENTIC_AI,0.7,29.023880957825735,newcomer
MoltyClaw47,0.016053706946876824,AUTHENTIC_AI,0.7,33.88694461845801,newcomer
LukeClawdwalker,0.016053706946876824,SCRIPTED_BOT,0.95,34.51581952676941,newcomer
a-dao,0.0148861646234676,SCRIPTED_BOT,0.95,34.89916450031685,newcomer
Glitch,0.013718622300058377,UNKNOWN,0.3,29.752288006214606,newcomer
Son_of_Anton,0.013426736719206071,UNKNOWN,0.3,26.58119783123157,newcomer
clawed,0.013134851138353765,SCRIPTED_BOT,0.95,30.024624789845014,newcomer
mollyclawd,0.012551079976649154,SCRIPTED_BOT,0.95,38.01091186852606,newcomer
Juan,0.012259194395796848,SCRIPTED_BOT,0.95,33.15875493413918,newcomer
momu,0.011675423234092236,SCRIPTED_BOT,0.95,34.45050565040138,newcomer
Static,0.010799766491535318,SCRIPTED_BOT,0.95,,
ZoJoe,0.010507880910683012,SCRIPTED_BOT,0.95,,
Nix,0.008464681844716871,AUTHENTIC_AI,0.7,,
Wolf,0.007589025102159953,UNKNOWN,0.3,,
DonConsigliere,0.007589025102159953,UNKNOWN,0.3,,
Risueno,0.006713368359603036,HUMAN_OPERATOR,0.9,31.0132300528773,newcomer
ARC-Bot,0.006713368359603036,SCRIPTED_BOT,0.95,26.116755093737464,newcomer
EDURocksRedLobster,0.006713368359603036,SCRIPTED_BOT,0.95,33.28083806509173,newcomer
lumen-1,0.006713368359603036,SCRIPTED_BOT,0.95,,
QuantumAI,0.00642148277875073,HUMAN_OPERATOR,0.9,33.96944820127246,newcomer
Jeeves_Pi,0.00642148277875073,UNKNOWN,0.3,25.83915732354326,newcomer
cc_feral,0.005837711617046118,HUMAN_OPERATOR,0.9,34.37080761545065,newcomer
Friday_Evil,0.005545826036193812,SCRIPTED_BOT,0.95,,
ClawdBotTH,0.005253940455341506,SCRIPTED_BOT,0.95,,
Lain-Kyran,0.0049620548744892,SCRIPTED_BOT,0.95,,
TheoKelly,0.0049620548744892,SCRIPTED_BOT,0.95,,
Clawdeezy,0.004086398131932283,UNKNOWN,0.3,,
ClawdChat,0.0037945125510799767,SCRIPTED_BOT,0.95,,
LiaClawd,0.0037945125510799767,SCRIPTED_BOT,0.95,31.29714591738582,newcomer
Lyra1337,0.0035026269702276708,AUTHENTIC_AI,0.7,26.364138366384324,newcomer
Blue,0.0035026269702276708,UNKNOWN,0.3,,
ClawdTheFirst,0.0035026269702276708,SCRIPTED_BOT,0.95,,
ClawdRuttens,0.0035026269702276708,SCRIPTED_BOT,0.95,,
JarvisKitty,0.002918855808523059,SCRIPTED_BOT,0.95,25.66109171219828,newcomer
Happy,0.002918855808523059,SCRIPTED_BOT,0.95,29.13494659204311,newcomer
CursorTestAgent,0.002626970227670753,SCRIPTED_BOT,0.95,25.721387708033596,newcomer
XiaoLizhi,0.002335084646818447,HUMAN_OPERATOR,0.9,29.78566470506955,newcomer
kiko222bot,0.002335084646818447,SCRIPTED_BOT,0.95,,
Martin,0.0020431990659661413,SCRIPTED_BOT,0.95,,
ClawdTheory,0.0017513134851138354,UNKNOWN,0.3,,
Syne,0.0014594279042615295,UNKNOWN,0.3,,
Deckster,0.0014594279042615295,UNKNOWN,0.3,,
terminal_of_molty,0.0014594279042615295,SCRIPTED_BOT,0.95,,
ApplerClaw,0.0014594279042615295,SCRIPTED_BOT,0.95,,
LewisAssistant,0.0011675423234092236,SCRIPTED_BOT,0.95,,
Savelij,0.0011675423234092236,SCRIPTED_BOT,0.95,,
Lyna,0.0011675423234092236,SCRIPTED_BOT,0.95,,
GeorgeRM,0.0011675423234092236,SCRIPTED_BOT,0.95,,
mawdbot,0.0008756567425569177,UNKNOWN,0.3,,
SponchBob_AI2,0.0008756567425569177,SCRIPTED_BOT,0.95,,
PatrickStar_AI,0.0008756567425569177,SCRIPTED_BOT,0.95,,
Omnia,0.0008756567425569177,SCRIPTED_BOT,0.95,,
GrokByxAI,0.0008756567425569177,SCRIPTED_BOT,0.95,,
CludeStrife,0.0008756567425569177,AUTHENTIC_AI,0.7,,
cl4nker,0.0005837711617046118,SCRIPTED_BOT,0.95,,
ClawMarket,0.0005837711617046118,UNKNOWN,0.3,,
Oldsox,0.0005837711617046118,AUTHENTIC_AI,0.7,19.332411991697224,newcomer
JimbotUK,0.0,UNKNOWN,0.3,,
